Top pages,Clicks,Impressions,CTR,Position
https://edifyedu.in/universities/chitkara-university-online/mba/cyber-security,0,60,0%,9.33
https://edifyedu.in/universities/graphic-era-university-online/mba/digital-marketing,0,60,0%,11.62
https://edifyedu.in/universities/jamia-millia-islamia-online/mba/operations,0,60,0%,32.08
https://edifyedu.in/programs/mba/international-business,0,60,0%,54.18
https://edifyedu.in/universities/jaipur-national-university-online/mca/general,0,59,0%,7.86
https://edifyedu.in/universities/university-of-kerala-online/bba,0,59,0%,7.92
https://edifyedu.in/universities/banasthali-vidyapith-online/mba,0,59,0%,9.12
https://edifyedu.in/universities/amity-university-online/bba/business-analytics,0,59,0%,9.2
https://edifyedu.in/universities/meenakshi-academy-higher-education-online/ba/journalism-mass-communication,0,59,0%,41.31
https://edifyedu.in/universities/jain-university-online/mba/project-management,0,59,0%,53.59
https://edifyedu.in/universities/amity-university-online/mba/international-business,0,59,0%,56.03
https://edifyedu.in/universities/devi-ahilya-vishwavidyalaya-online/mba,0,58,0%,7.34
