University ID,Program,Specialisations (comma sep),Fee Range,Duration,Avg Salary,Entry Roles (comma sep),Top Companies (comma sep),Internship / Project Type,Career Outcome (1 sentence)
universi-of-kerala,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹54K – ₹120K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from UNIVERSITY OF KERALA provides a recognised management degree for entry-level corporate roles.
universi-of-kerala,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹62K – ₹140K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from UNIVERSITY OF KERALA advances commerce careers in finance, tax and audit."
universi-of-kerala,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹90K – ₹200K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from UNIVERSITY OF KERALA is UGC DEB approved and valid for corporate hiring and government roles across India.
bits-pilani-work-integrat,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from BITS Pilani Work Integrated Learning Programmes (WILP) is UGC DEB approved and valid for corporate hiring and government roles across India.
graphic-era-universi,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from GRAPHIC ERA UNIVERSITY is valid for banking, finance and government roles."
graphic-era-universi,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹45K – ₹108K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from GRAPHIC ERA UNIVERSITY provides a recognised management degree for entry-level corporate roles.
graphic-era-universi,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹45K – ₹108K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from GRAPHIC ERA UNIVERSITY builds IT fundamentals for entry-level software careers.
graphic-era-universi,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from GRAPHIC ERA UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
graphic-era-universi,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹63K – ₹153K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from GRAPHIC ERA UNIVERSITY prepares graduates for IT careers with UGC DEB recognised degree.
devi-ahilya-vishwavi,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from DEVI AHILYA VISHWAVIDYALAYA is ideal for civil services, research and education careers."
devi-ahilya-vishwavi,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from DEVI AHILYA VISHWAVIDYALAYA is UGC DEB approved and valid for corporate hiring and government roles across India.
madurai-kamaraj-universi,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
madurai-kamaraj-universi,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from MADURAI KAMARAJ UNIVERSITY is valid for banking, finance and government roles."
madurai-kamaraj-universi,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹45K – ₹108K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from MADURAI KAMARAJ UNIVERSITY provides a recognised management degree for entry-level corporate roles.
madurai-kamaraj-universi,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from MADURAI KAMARAJ UNIVERSITY is ideal for civil services, research and education careers."
madurai-kamaraj-universi,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from MADURAI KAMARAJ UNIVERSITY advances commerce careers in finance, tax and audit."
shanmugh-arts-science-technolo,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY is valid for banking, finance and government roles."
shanmugh-arts-science-technolo,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹45K – ₹108K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,"BBA from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY provides a recognised management degree for entry-level corporate roles."
shanmugh-arts-science-technolo,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹45K – ₹108K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,"BCA from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY builds IT fundamentals for entry-level software careers."
shanmugh-arts-science-technolo,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY is ideal for civil services, research and education careers."
shanmugh-arts-science-technolo,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY advances commerce careers in finance, tax and audit."
shanmugh-arts-science-technolo,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,"MBA from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY is UGC DEB approved and valid for corporate hiring and government roles across India."
shanmugh-arts-science-technolo,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹63K – ₹153K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,"MCA from SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY prepares graduates for IT careers with UGC DEB recognised degree."
universi-of-mumbai,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹58K – ₹130K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from UNIVERSITY OF MUMBAI is ideal for civil services, research and education careers."
universi-of-jammu,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from UNIVERSITY OF JAMMU is ideal for civil services, research and education careers."
universi-of-jammu,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from UNIVERSITY OF JAMMU advances commerce careers in finance, tax and audit."
shivaji-universi,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹62K – ₹140K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from SHIVAJI UNIVERSITY advances commerce careers in finance, tax and audit."
shivaji-universi,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹90K – ₹200K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from SHIVAJI UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
banastha-vidyapit,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹45K – ₹100K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
banastha-vidyapit,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹49K – ₹110K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from BANASTHALI VIDYAPITH is valid for banking, finance and government roles."
banastha-vidyapit,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹58K – ₹130K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from BANASTHALI VIDYAPITH is ideal for civil services, research and education careers."
banastha-vidyapit,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹62K – ₹140K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from BANASTHALI VIDYAPITH advances commerce careers in finance, tax and audit."
banastha-vidyapit,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹90K – ₹200K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from BANASTHALI VIDYAPITH is UGC DEB approved and valid for corporate hiring and government roles across India.
guru-gobind-singh-indrapra,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹49K – ₹110K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from GURU GOBIND SINGH INDRAPRASTHA VISHWAVIDYALAYA is valid for banking, finance and government roles."
guru-gobind-singh-indrapra,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹54K – ₹120K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from GURU GOBIND SINGH INDRAPRASTHA VISHWAVIDYALAYA provides a recognised management degree for entry-level corporate roles.
guru-gobind-singh-indrapra,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹58K – ₹130K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from GURU GOBIND SINGH INDRAPRASTHA VISHWAVIDYALAYA is ideal for civil services, research and education careers."
guru-gobind-singh-indrapra,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹76K – ₹170K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from GURU GOBIND SINGH INDRAPRASTHA VISHWAVIDYALAYA prepares graduates for IT careers with UGC DEB recognised degree.
bangalor-universi,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹33K – ₹82K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from BANGALORE UNIVERSITY is valid for banking, finance and government roles."
bangalor-universi,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹39K – ₹97K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from BANGALORE UNIVERSITY is ideal for civil services, research and education careers."
bangalor-universi,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹42K – ₹105K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from BANGALORE UNIVERSITY advances commerce careers in finance, tax and audit."
internat-institut-of-informat,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹51K – ₹127K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY prepares graduates for IT careers with UGC DEB recognised degree.
dayal-bagh-educatio-institut,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
dayal-bagh-educatio-institut,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from DAYAL BAGH EDUCATIONAL INSTITUTE is valid for banking, finance and government roles."
dayal-bagh-educatio-institut,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹45K – ₹108K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from DAYAL BAGH EDUCATIONAL INSTITUTE provides a recognised management degree for entry-level corporate roles.
dayal-bagh-educatio-institut,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from DAYAL BAGH EDUCATIONAL INSTITUTE is ideal for civil services, research and education careers."
dayal-bagh-educatio-institut,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from DAYAL BAGH EDUCATIONAL INSTITUTE advances commerce careers in finance, tax and audit."
adichunc-universi,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from ADICHUNCHANAGIRI UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
bharath-institut-of-higher,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
bharath-institut-of-higher,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from BHARATH INSTITUTE OF HIGHER EDUCATION AND RESEARCH is valid for banking, finance and government roles."
bharath-institut-of-higher,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from BHARATH INSTITUTE OF HIGHER EDUCATION AND RESEARCH advances commerce careers in finance, tax and audit."
chatrapa-shahuji-maharaj-unive,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹27K – ₹66K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from CHATRAPATI SHAHUJI MAHARAJ UNIVERSITY is valid for banking, finance and government roles."
chatrapa-shahuji-maharaj-unive,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹30K – ₹72K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from CHATRAPATI SHAHUJI MAHARAJ UNIVERSITY provides a recognised management degree for entry-level corporate roles.
chatrapa-shahuji-maharaj-unive,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹30K – ₹72K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from CHATRAPATI SHAHUJI MAHARAJ UNIVERSITY builds IT fundamentals for entry-level software careers.
chatrapa-shahuji-maharaj-unive,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹35K – ₹84K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from CHATRAPATI SHAHUJI MAHARAJ UNIVERSITY advances commerce careers in finance, tax and audit."
chatrapa-shahuji-maharaj-unive,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹50K – ₹120K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from CHATRAPATI SHAHUJI MAHARAJ UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
chatrapa-shahuji-maharaj-unive,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹42K – ₹102K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from CHATRAPATI SHAHUJI MAHARAJ UNIVERSITY prepares graduates for IT careers with UGC DEB recognised degree.
deen-dayal-upadhyay-gorakhpu,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹33K – ₹82K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from DEEN DAYAL UPADHYAY GORAKHPUR UNIVERSITY is valid for banking, finance and government roles."
deen-dayal-upadhyay-gorakhpu,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹36K – ₹90K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from DEEN DAYAL UPADHYAY GORAKHPUR UNIVERSITY provides a recognised management degree for entry-level corporate roles.
deen-dayal-upadhyay-gorakhpu,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹39K – ₹97K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from DEEN DAYAL UPADHYAY GORAKHPUR UNIVERSITY is ideal for civil services, research and education careers."
deen-dayal-upadhyay-gorakhpu,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹42K – ₹105K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from DEEN DAYAL UPADHYAY GORAKHPUR UNIVERSITY advances commerce careers in finance, tax and audit."
deen-dayal-upadhyay-gorakhpu,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹60K – ₹150K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from DEEN DAYAL UPADHYAY GORAKHPUR UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
guru-jambhesh-universi-of,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹33K – ₹82K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY is valid for banking, finance and government roles."
guru-jambhesh-universi-of,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹39K – ₹97K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY is ideal for civil services, research and education careers."
guru-jambhesh-universi-of,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹42K – ₹105K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY advances commerce careers in finance, tax and audit."
guru-jambhesh-universi-of,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹60K – ₹150K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY is UGC DEB approved and valid for corporate hiring and government roles across India.
guru-jambhesh-universi-of,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹51K – ₹127K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY prepares graduates for IT careers with UGC DEB recognised degree.
